Elapsed time,ECG,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,Abdomen_5
'0:01.974',0.222,0.109,0.138,0.164,0.213,0.259
'0:01.975',0.162,0.131,0.15,0.164,0.199,0.231
'0:01.976',0.094,0.15,0.158,0.16,0.183,0.204
'0:01.977',0.026,0.16,0.159,0.152,0.165,0.176
'0:01.978',-0.041,0.164,0.155,0.14,0.144,0.146
'0:01.979',-0.111,0.162,0.146,0.125,0.122,0.116
'0:01.980',-0.18,0.157,0.135,0.109,0.1,0.087
'0:01.981',-0.238,0.148,0.123,0.094,0.08,0.061
'0:01.982',-0.281,0.14,0.112,0.081,0.063,0.038
'0:01.983',-0.306,0.129,0.102,0.069,0.05,0.021
'0:01.984',-0.32,0.118,0.091,0.059,0.039,0.009
'0:01.985',-0.322,0.106,0.083,0.051,0.032,0.001
'0:01.986',-0.323,0.094,0.077,0.046,0.029,-0.002
'0:01.987',-0.321,0.083,0.072,0.044,0.028,-0.001
'0:01.988',-0.302,0.072,0.067,0.043,0.03,0.003
'0:01.989',-0.262,0.063,0.064,0.042,0.032,0.01
'0:01.990',-0.211,0.051,0.059,0.041,0.036,0.018
'0:01.991',-0.15,0.042,0.054,0.04,0.038,0.026
'0:01.992',-0.092,0.033,0.049,0.038,0.04,0.032
'0:01.993',-0.054,0.028,0.046,0.037,0.041,0.037
'0:01.994',-0.036,0.025,0.042,0.034,0.041,0.041
'0:01.995',-0.036,0.024,0.04,0.033,0.038,0.04
'0:01.996',-0.036,0.023,0.036,0.029,0.033,0.036
'0:01.997',-0.025,0.022,0.031,0.023,0.025,0.027
'0:01.998',-0.014,0.022,0.025,0.015,0.013,0.015
'0:01.999',-0.008,0.022,0.02,0.008,0.001,-0.001
'0:02.000',-0.005,0.023,0.016,0.001,-0.01,-0.017
'0:02.001',-0.01,0.024,0.012,-0.005,-0.019,-0.032
'0:02.002',-0.02,0.026,0.01,-0.008,-0.026,-0.046
'0:02.003',-0.027,0.027,0.008,-0.012,-0.031,-0.056
'0:02.004',-0.035,0.026,0.007,-0.012,-0.032,-0.061
'0:02.005',-0.043,0.025,0.008,-0.012,-0.032,-0.064
'0:02.006',-0.055,0.025,0.01,-0.009,-0.028,-0.062
'0:02.007',-0.067,0.024,0.015,-0.003,-0.022,-0.055
'0:02.008',-0.073,0.024,0.02,0.004,-0.012,-0.044
'0:02.009',-0.077,0.024,0.025,0.011,-0.002,-0.031
'0:02.010',-0.081,0.024,0.029,0.018,0.009,-0.016
'0:02.011',-0.078,0.022,0.032,0.023,0.018,-0.002
'0:02.012',-0.071,0.021,0.034,0.028,0.025,0.01
'0:02.013',-0.072,0.021,0.037,0.031,0.03,0.017
'0:02.014',-0.075,0.022,0.038,0.034,0.032,0.022
'0:02.015',-0.08,0.025,0.039,0.034,0.031,0.022
'0:02.016',-0.081,0.026,0.037,0.033,0.028,0.019
'0:02.017',-0.076,0.027,0.034,0.028,0.021,0.011
'0:02.018',-0.076,0.028,0.03,0.023,0.011,-0.001
'0:02.019',-0.078,0.029,0.024,0.016,0,-0.014
'0:02.020',-0.076,0.031,0.02,0.01,-0.011,-0.029
'0:02.021',-0.076,0.031,0.016,0.004,-0.021,-0.044
'0:02.022',-0.078,0.033,0.013,-0.001,-0.028,-0.056
'0:02.023',-0.075,0.033,0.012,-0.005,-0.034,-0.065
'0:02.024',-0.069,0.033,0.01,-0.007,-0.036,-0.071
'0:02.025',-0.069,0.031,0.011,-0.008,-0.036,-0.073
'0:02.026',-0.068,0.029,0.013,-0.006,-0.033,-0.07
'0:02.027',-0.07,0.028,0.017,-0.002,-0.026,-0.062
'0:02.028',-0.067,0.028,0.022,0.005,-0.017,-0.049
'0:02.029',-0.06,0.026,0.026,0.012,-0.006,-0.035
'0:02.030',-0.062,0.024,0.029,0.018,0.004,-0.019
'0:02.031',-0.065,0.022,0.031,0.023,0.012,-0.004
'0:02.032',-0.061,0.02,0.032,0.027,0.02,0.009
'0:02.033',-0.055,0.02,0.033,0.031,0.025,0.019
'0:02.034',-0.051,0.02,0.033,0.032,0.028,0.024
'0:02.035',-0.052,0.021,0.032,0.032,0.028,0.026
'0:02.036',-0.055,0.021,0.029,0.031,0.025,0.022
'0:02.037',-0.053,0.021,0.025,0.026,0.016,0.014
'0:02.038',-0.051,0.019,0.02,0.019,0.006,0.001
'0:02.039',-0.047,0.019,0.015,0.012,-0.005,-0.013
'0:02.040',-0.047,0.019,0.01,0.005,-0.015,-0.029
'0:02.041',-0.047,0.021,0.007,-0.001,-0.023,-0.042
'0:02.042',-0.049,0.022,0.006,-0.006,-0.03,-0.053
'0:02.043',-0.053,0.023,0.004,-0.01,-0.035,-0.062
'0:02.044',-0.059,0.022,0.003,-0.012,-0.037,-0.067
'0:02.045',-0.06,0.021,0.003,-0.013,-0.037,-0.068
'0:02.046',-0.06,0.021,0.006,-0.011,-0.033,-0.066
'0:02.047',-0.064,0.022,0.01,-0.007,-0.026,-0.058
'0:02.048',-0.066,0.022,0.015,0,-0.016,-0.048
'0:02.049',-0.066,0.023,0.019,0.007,-0.005,-0.034
'0:02.050',-0.065,0.021,0.022,0.012,0.005,-0.021
'0:02.051',-0.062,0.019,0.025,0.017,0.014,-0.007
'0:02.052',-0.061,0.018,0.026,0.02,0.021,0.005
'0:02.053',-0.061,0.017,0.026,0.023,0.026,0.015
'0:02.054',-0.063,0.018,0.027,0.025,0.028,0.023
'0:02.055',-0.062,0.019,0.027,0.025,0.029,0.026
'0:02.056',-0.059,0.019,0.026,0.023,0.027,0.026
'0:02.057',-0.057,0.021,0.025,0.021,0.023,0.021
'0:02.058',-0.061,0.022,0.023,0.019,0.018,0.012
'0:02.059',-0.06,0.026,0.022,0.016,0.009,0.001
'0:02.060',-0.053,0.031,0.023,0.014,0.002,-0.012
'0:02.061',-0.047,0.036,0.024,0.012,-0.005,-0.026
'0:02.062',-0.046,0.038,0.024,0.01,-0.011,-0.037
'0:02.063',-0.043,0.039,0.024,0.008,-0.016,-0.046
'0:02.064',-0.04,0.038,0.024,0.006,-0.019,-0.051
'0:02.065',-0.037,0.036,0.024,0.005,-0.019,-0.052
'0:02.066',-0.034,0.035,0.026,0.006,-0.017,-0.049
'0:02.067',-0.036,0.033,0.026,0.008,-0.012,-0.041
'0:02.068',-0.038,0.029,0.027,0.008,-0.008,-0.032
'0:02.069',-0.039,0.023,0.025,0.007,-0.005,-0.023
'0:02.070',-0.041,0.015,0.02,0.002,-0.005,-0.016
'0:02.071',-0.046,0.004,0.01,-0.006,-0.008,-0.012
'0:02.072',-0.05,-0.008,-0.003,-0.017,-0.015,-0.013
'0:02.073',-0.05,-0.018,-0.018,-0.03,-0.025,-0.017
'0:02.074',-0.051,-0.03,-0.035,-0.044,-0.036,-0.026
'0:02.075',-0.057,-0.041,-0.052,-0.06,-0.051,-0.038
'0:02.076',-0.062,-0.052,-0.072,-0.079,-0.068,-0.054
'0:02.077',-0.063,-0.065,-0.093,-0.099,-0.086,-0.073
'0:02.078',-0.065,-0.076,-0.113,-0.118,-0.105,-0.091
'0:02.079',-0.067,-0.084,-0.128,-0.134,-0.121,-0.108
'0:02.080',-0.069,-0.088,-0.136,-0.143,-0.13,-0.122
'0:02.081',-0.075,-0.086,-0.138,-0.144,-0.134,-0.13
'0:02.082',-0.079,-0.081,-0.133,-0.138,-0.13,-0.132
'0:02.083',-0.076,-0.073,-0.121,-0.126,-0.121,-0.128
'0:02.084',-0.075,-0.063,-0.105,-0.111,-0.108,-0.12
'0:02.085',-0.076,-0.052,-0.086,-0.093,-0.093,-0.109
'0:02.086',-0.076,-0.041,-0.068,-0.075,-0.076,-0.095
'0:02.087',-0.072,-0.031,-0.049,-0.056,-0.059,-0.078
'0:02.088',-0.067,-0.022,-0.032,-0.037,-0.039,-0.058
'0:02.089',-0.065,-0.016,-0.017,-0.022,-0.022,-0.038
'0:02.090',-0.067,-0.01,-0.005,-0.008,-0.005,-0.018
'0:02.091',-0.065,-0.006,0.006,0.005,0.009,0
'0:02.092',-0.056,-0.002,0.015,0.014,0.022,0.016
'0:02.093',-0.051,0.003,0.023,0.024,0.032,0.027
'0:02.094',-0.05,0.009,0.029,0.03,0.037,0.036
'0:02.095',-0.046,0.013,0.032,0.033,0.038,0.039
'0:02.096',-0.04,0.016,0.032,0.031,0.035,0.036
'0:02.097',-0.035,0.017,0.029,0.026,0.027,0.029
'0:02.098',-0.036,0.017,0.024,0.018,0.016,0.016
'0:02.099',-0.037,0.017,0.02,0.009,0.003,0.001
'0:02.100',-0.034,0.017,0.015,-0.001,-0.009,-0.015
'0:02.101',-0.027,0.018,0.01,-0.01,-0.02,-0.031
'0:02.102',-0.022,0.019,0.005,-0.017,-0.029,-0.044
'0:02.103',-0.021,0.016,0.001,-0.024,-0.036,-0.054
'0:02.104',-0.023,0.012,-0.003,-0.03,-0.042,-0.06
'0:02.105',-0.022,0.008,-0.006,-0.032,-0.042,-0.061
'0:02.106',-0.02,0.004,-0.007,-0.031,-0.039,-0.058
'0:02.107',-0.021,0.001,-0.006,-0.027,-0.031,-0.048
'0:02.108',-0.021,-0.001,-0.002,-0.02,-0.021,-0.036
'0:02.109',-0.016,-0.003,0.001,-0.012,-0.009,-0.021
'0:02.110',-0.016,-0.004,0.005,-0.005,0.001,-0.006
'0:02.111',-0.016,-0.006,0.007,0.001,0.01,0.007
'0:02.112',-0.013,-0.008,0.009,0.006,0.017,0.017
'0:02.113',-0.012,-0.008,0.011,0.008,0.021,0.025
'0:02.114',-0.012,-0.008,0.011,0.009,0.023,0.029
'0:02.115',-0.016,-0.006,0.011,0.008,0.022,0.028
'0:02.116',-0.016,-0.005,0.007,0.003,0.018,0.023
'0:02.117',-0.011,-0.004,0.005,-0.003,0.011,0.014
'0:02.118',-0.011,-0.003,0.001,-0.008,0.002,0.001
'0:02.119',-0.016,0,-0.002,-0.014,-0.008,-0.014
'0:02.120',-0.014,0.003,-0.005,-0.02,-0.018,-0.029
'0:02.121',-0.013,0.006,-0.007,-0.025,-0.027,-0.044
'0:02.122',-0.012,0.008,-0.009,-0.029,-0.033,-0.054
'0:02.123',-0.006,0.007,-0.011,-0.033,-0.038,-0.063
'0:02.124',-0.004,0.005,-0.012,-0.036,-0.041,-0.066
'0:02.125',-0.002,0.003,-0.013,-0.035,-0.04,-0.066
'0:02.126',0.002,0,-0.011,-0.034,-0.036,-0.061
'0:02.127',-0.001,-0.001,-0.008,-0.029,-0.029,-0.052
'0:02.128',-0.002,-0.001,-0.004,-0.023,-0.019,-0.041
'0:02.129',-0.002,-0.002,0.001,-0.017,-0.009,-0.027
'0:02.130',-0.005,-0.003,0.006,-0.012,0.001,-0.012
'0:02.131',-0.005,-0.003,0.009,-0.006,0.01,0.002
'0:02.132',0.001,-0.003,0.012,-0.001,0.018,0.015
'0:02.133',0.002,-0.001,0.015,0.003,0.022,0.024
'0:02.134',0.004,0.001,0.016,0.005,0.025,0.029
'0:02.135',0.002,0.004,0.016,0.006,0.026,0.031
'0:02.136',0.005,0.006,0.015,0.005,0.023,0.029
'0:02.137',0.008,0.007,0.011,0.002,0.018,0.024
'0:02.138',0.011,0.008,0.007,-0.003,0.011,0.015
'0:02.139',0.012,0.01,0.004,-0.008,0.002,0.003
'0:02.140',0.02,0.011,0.001,-0.012,-0.006,-0.01
'0:02.141',0.024,0.014,-0.001,-0.016,-0.013,-0.022
'0:02.142',0.023,0.015,-0.004,-0.018,-0.019,-0.032
'0:02.143',0.024,0.016,-0.006,-0.02,-0.025,-0.04
'0:02.144',0.025,0.014,-0.007,-0.022,-0.027,-0.044
'0:02.145',0.025,0.011,-0.007,-0.023,-0.028,-0.043
'0:02.146',0.027,0.01,-0.005,-0.02,-0.022,-0.038
'0:02.147',0.031,0.009,-0.002,-0.015,-0.015,-0.027
'0:02.148',0.037,0.008,0.003,-0.008,-0.002,-0.012
'0:02.149',0.047,0.007,0.008,-0.001,0.01,0.005
'0:02.150',0.052,0.005,0.011,0.006,0.021,0.021
'0:02.151',0.056,0.002,0.013,0.011,0.03,0.035
'0:02.152',0.061,-0.001,0.014,0.014,0.038,0.046
'0:02.153',0.065,-0.003,0.016,0.016,0.042,0.055
'0:02.154',0.07,-0.003,0.016,0.018,0.045,0.061
'0:02.155',0.074,-0.003,0.016,0.019,0.046,0.063
'0:02.156',0.078,-0.003,0.015,0.016,0.042,0.061
'0:02.157',0.085,-0.002,0.01,0.011,0.036,0.054
'0:02.158',0.09,-0.003,0.004,0.005,0.026,0.044
'0:02.159',0.089,-0.004,-0.002,-0.002,0.016,0.03
'0:02.160',0.093,-0.004,-0.007,-0.008,0.005,0.016
'0:02.161',0.098,-0.003,-0.01,-0.014,-0.004,0.001
'0:02.162',0.1,-0.003,-0.013,-0.018,-0.01,-0.012
'0:02.163',0.101,-0.003,-0.015,-0.023,-0.015,-0.021
'0:02.164',0.101,-0.004,-0.016,-0.025,-0.017,-0.026
'0:02.165',0.105,-0.004,-0.015,-0.023,-0.015,-0.026
'0:02.166',0.111,-0.005,-0.011,-0.02,-0.01,-0.02
'0:02.167',0.113,-0.004,-0.006,-0.013,0,-0.008
'0:02.168',0.114,-0.004,0,-0.005,0.012,0.008
'0:02.169',0.115,-0.004,0.006,0.005,0.027,0.026
'0:02.170',0.116,-0.006,0.01,0.014,0.041,0.046
'0:02.171',0.118,-0.008,0.013,0.021,0.053,0.063
'0:02.172',0.121,-0.01,0.015,0.026,0.061,0.076
'0:02.173',0.125,-0.011,0.016,0.03,0.068,0.087
'0:02.174',0.129,-0.009,0.017,0.032,0.071,0.094
'0:02.175',0.131,-0.008,0.017,0.031,0.069,0.096
'0:02.176',0.135,-0.008,0.016,0.028,0.064,0.093
'0:02.177',0.145,-0.008,0.011,0.023,0.056,0.085
'0:02.178',0.147,-0.01,0.005,0.017,0.045,0.073
'0:02.179',0.147,-0.01,0,0.01,0.035,0.058
'0:02.180',0.155,-0.008,-0.005,0.004,0.025,0.045
'0:02.181',0.158,-0.006,-0.007,-0.002,0.018,0.033
'0:02.182',0.157,-0.005,-0.01,-0.006,0.013,0.025
'0:02.183',0.162,-0.004,-0.012,-0.008,0.011,0.02
'0:02.184',0.172,-0.006,-0.012,-0.01,0.011,0.017
'0:02.185',0.179,-0.008,-0.012,-0.009,0.015,0.019
'0:02.186',0.183,-0.01,-0.011,-0.006,0.019,0.024
'0:02.187',0.186,-0.011,-0.006,0,0.028,0.036
'0:02.188',0.192,-0.011,-0.001,0.008,0.038,0.049
'0:02.189',0.201,-0.011,0.004,0.016,0.05,0.067
'0:02.190',0.205,-0.013,0.007,0.023,0.06,0.086
'0:02.191',0.208,-0.016,0.009,0.028,0.068,0.102
'0:02.192',0.212,-0.017,0.011,0.031,0.075,0.116
'0:02.193',0.214,-0.019,0.011,0.034,0.079,0.127
'0:02.194',0.217,-0.019,0.011,0.035,0.08,0.132
'0:02.195',0.219,-0.018,0.01,0.034,0.079,0.132
'0:02.196',0.222,-0.017,0.007,0.033,0.074,0.128
'0:02.197',0.226,-0.017,0.003,0.028,0.068,0.12
'0:02.198',0.229,-0.017,-0.002,0.02,0.058,0.108
'0:02.199',0.231,-0.018,-0.007,0.013,0.05,0.095
'0:02.200',0.237,-0.019,-0.012,0.008,0.041,0.082
'0:02.201',0.242,-0.018,-0.015,0.002,0.035,0.07
'0:02.202',0.245,-0.018,-0.017,-0.003,0.029,0.061
'0:02.203',0.25,-0.019,-0.02,-0.006,0.026,0.055
'0:02.204',0.252,-0.021,-0.021,-0.009,0.025,0.052
'0:02.205',0.255,-0.023,-0.021,-0.008,0.027,0.053
'0:02.206',0.258,-0.024,-0.019,-0.005,0.032,0.059
'0:02.207',0.26,-0.025,-0.015,0.001,0.039,0.067
'0:02.208',0.262,-0.026,-0.011,0.008,0.049,0.08
'0:02.209',0.267,-0.028,-0.006,0.016,0.058,0.093
'0:02.210',0.271,-0.029,-0.002,0.023,0.068,0.108
'0:02.211',0.272,-0.032,0,0.028,0.075,0.122
'0:02.212',0.272,-0.033,0.001,0.031,0.08,0.134
'0:02.213',0.276,-0.034,0.002,0.032,0.084,0.144
'0:02.214',0.278,-0.033,0.002,0.033,0.086,0.147
'0:02.215',0.274,-0.032,0.001,0.032,0.085,0.148
'0:02.216',0.27,-0.033,-0.003,0.028,0.08,0.143
'0:02.217',0.272,-0.032,-0.009,0.022,0.072,0.133
'0:02.218',0.269,-0.033,-0.015,0.014,0.061,0.12
'0:02.219',0.264,-0.031,-0.02,0.006,0.049,0.103
'0:02.220',0.262,-0.029,-0.024,-0.001,0.037,0.085
'0:02.221',0.262,-0.027,-0.025,-0.006,0.027,0.069
'0:02.222',0.261,-0.025,-0.026,-0.01,0.019,0.056
'0:02.223',0.257,-0.024,-0.026,-0.012,0.013,0.047
'0:02.224',0.252,-0.024,-0.026,-0.014,0.01,0.04
'0:02.225',0.247,-0.026,-0.026,-0.014,0.01,0.038
'0:02.226',0.246,-0.027,-0.025,-0.012,0.013,0.039
'0:02.227',0.241,-0.029,-0.022,-0.01,0.018,0.044
'0:02.228',0.239,-0.031,-0.02,-0.005,0.026,0.052
'0:02.229',0.239,-0.034,-0.016,-0.001,0.033,0.063
'0:02.230',0.231,-0.036,-0.015,0.003,0.039,0.073
'0:02.231',0.222,-0.04,-0.014,0.007,0.045,0.081
'0:02.232',0.215,-0.041,-0.013,0.009,0.048,0.089
'0:02.233',0.212,-0.04,-0.012,0.011,0.05,0.093
'0:02.234',0.212,-0.039,-0.012,0.011,0.048,0.093
'0:02.235',0.202,-0.036,-0.014,0.009,0.045,0.09
'0:02.236',0.192,-0.033,-0.016,0.005,0.038,0.081
'0:02.237',0.189,-0.033,-0.021,-0.003,0.027,0.069
'0:02.238',0.187,-0.032,-0.025,-0.012,0.015,0.052
'0:02.239',0.18,-0.031,-0.029,-0.021,0.001,0.034
'0:02.240',0.172,-0.029,-0.032,-0.029,-0.012,0.016
'0:02.241',0.166,-0.027,-0.034,-0.034,-0.025,-0.001
'0:02.242',0.157,-0.025,-0.035,-0.038,-0.033,-0.015
'0:02.243',0.151,-0.025,-0.036,-0.042,-0.04,-0.027
'0:02.244',0.146,-0.026,-0.037,-0.044,-0.045,-0.035
'0:02.245',0.137,-0.027,-0.036,-0.044,-0.046,-0.038
'0:02.246',0.126,-0.026,-0.033,-0.041,-0.042,-0.037
'0:02.247',0.116,-0.026,-0.029,-0.036,-0.035,-0.029
'0:02.248',0.114,-0.026,-0.023,-0.029,-0.025,-0.018
'0:02.249',0.112,-0.024,-0.018,-0.021,-0.014,-0.004
'0:02.250',0.102,-0.024,-0.014,-0.014,-0.004,0.01
'0:02.251',0.092,-0.024,-0.011,-0.008,0.005,0.022
'0:02.252',0.086,-0.024,-0.009,-0.005,0.012,0.032
'0:02.253',0.081,-0.022,-0.007,-0.003,0.017,0.039
'0:02.254',0.077,-0.021,-0.006,-0.002,0.019,0.042
'0:02.255',0.072,-0.019,-0.006,-0.003,0.016,0.041
'0:02.256',0.071,-0.017,-0.009,-0.007,0.011,0.036
'0:02.257',0.072,-0.017,-0.012,-0.013,0.002,0.026
'0:02.258',0.068,-0.017,-0.017,-0.021,-0.008,0.012
'0:02.259',0.062,-0.017,-0.023,-0.028,-0.02,-0.005
'0:02.260',0.062,-0.016,-0.027,-0.034,-0.031,-0.022
'0:02.261',0.063,-0.015,-0.031,-0.039,-0.041,-0.037
'0:02.262',0.06,-0.013,-0.032,-0.042,-0.049,-0.051
'0:02.263',0.051,-0.013,-0.034,-0.046,-0.054,-0.061
'0:02.264',0.046,-0.012,-0.034,-0.046,-0.056,-0.069
'0:02.265',0.047,-0.011,-0.032,-0.045,-0.056,-0.071
'0:02.266',0.045,-0.01,-0.028,-0.041,-0.051,-0.067
'0:02.267',0.037,-0.008,-0.022,-0.034,-0.042,-0.058
'0:02.268',0.032,-0.005,-0.016,-0.026,-0.031,-0.044
'0:02.269',0.031,-0.004,-0.01,-0.017,-0.019,-0.028
'0:02.270',0.026,-0.004,-0.005,-0.011,-0.008,-0.013
'0:02.271',0.022,-0.006,-0.002,-0.007,0,0.001
'0:02.272',0.026,-0.007,0,-0.005,0.006,0.011
'0:02.273',0.023,-0.007,0.002,-0.003,0.009,0.018
'0:02.274',0.017,-0.004,0.002,-0.002,0.009,0.021
'0:02.275',0.012,-0.003,0.002,-0.003,0.008,0.021
'0:02.276',0.006,-0.001,-0.001,-0.006,0.003,0.017
'0:02.277',0.005,-0.001,-0.005,-0.012,-0.005,0.008
'0:02.278',0.006,0.001,-0.009,-0.019,-0.014,-0.005
'0:02.279',0,0.003,-0.013,-0.026,-0.024,-0.018
'0:02.280',-0.005,0.004,-0.017,-0.032,-0.034,-0.034
'0:02.281',-0.006,0.006,-0.018,-0.036,-0.04,-0.046
'0:02.282',-0.006,0.008,-0.02,-0.039,-0.046,-0.057
'0:02.283',-0.008,0.01,-0.02,-0.04,-0.049,-0.065
'0:02.284',-0.01,0.008,-0.02,-0.041,-0.05,-0.07
'0:02.285',-0.006,0.008,-0.018,-0.04,-0.05,-0.07
'0:02.286',-0.006,0.007,-0.016,-0.036,-0.046,-0.067
'0:02.287',-0.008,0.008,-0.011,-0.032,-0.039,-0.059
'0:02.288',-0.009,0.008,-0.005,-0.025,-0.029,-0.048
'0:02.289',-0.005,0.009,0,-0.017,-0.018,-0.035
'0:02.290',-0.005,0.009,0.005,-0.012,-0.009,-0.021
'0:02.291',-0.01,0.008,0.007,-0.007,0,-0.007
'0:02.292',-0.008,0.008,0.01,-0.004,0.007,0.004
'0:02.293',-0.006,0.01,0.012,-0.001,0.011,0.012
'0:02.294',-0.006,0.012,0.014,0.001,0.014,0.017
'0:02.295',-0.014,0.014,0.014,0.001,0.013,0.019
'0:02.296',-0.016,0.015,0.012,-0.001,0.01,0.016
'0:02.297',-0.012,0.015,0.009,-0.006,0.005,0.009
'0:02.298',-0.012,0.016,0.005,-0.011,-0.004,-0.001
'0:02.299',-0.014,0.017,0,-0.017,-0.013,-0.015
'0:02.300',-0.017,0.019,-0.003,-0.023,-0.021,-0.028
'0:02.301',-0.017,0.019,-0.005,-0.027,-0.029,-0.039
'0:02.302',-0.018,0.019,-0.006,-0.031,-0.035,-0.05
'0:02.303',-0.015,0.018,-0.007,-0.032,-0.038,-0.057
'0:02.304',-0.012,0.017,-0.007,-0.033,-0.04,-0.061
'0:02.305',-0.014,0.016,-0.006,-0.031,-0.038,-0.059
'0:02.306',-0.013,0.016,-0.002,-0.026,-0.032,-0.055
'0:02.307',-0.012,0.017,0.002,-0.019,-0.024,-0.046
'0:02.308',-0.011,0.018,0.007,-0.01,-0.012,-0.034
'0:02.309',-0.006,0.018,0.012,-0.001,-0.001,-0.02
'0:02.310',-0.005,0.017,0.016,0.007,0.009,-0.005
'0:02.311',-0.01,0.015,0.018,0.012,0.016,0.007
'0:02.312',-0.01,0.013,0.02,0.015,0.021,0.016
'0:02.313',-0.009,0.013,0.019,0.016,0.025,0.022
'0:02.314',-0.005,0.013,0.02,0.016,0.025,0.026
'0:02.315',-0.006,0.015,0.02,0.016,0.022,0.027
'0:02.316',-0.007,0.017,0.017,0.012,0.018,0.024
'0:02.317',-0.006,0.019,0.014,0.008,0.012,0.017
'0:02.318',-0.005,0.022,0.01,0.002,0.003,0.006
'0:02.319',-0.007,0.024,0.006,-0.005,-0.006,-0.007
'0:02.320',-0.007,0.028,0.004,-0.01,-0.016,-0.021
'0:02.321',-0.006,0.03,0.002,-0.014,-0.023,-0.032
'0:02.322',-0.008,0.032,0.003,-0.017,-0.029,-0.044
'0:02.323',-0.011,0.031,0.003,-0.019,-0.032,-0.052
'0:02.324',-0.01,0.029,0.003,-0.021,-0.035,-0.057
'0:02.325',-0.007,0.028,0.003,-0.02,-0.034,-0.058
'0:02.326',-0.007,0.026,0.005,-0.017,-0.03,-0.056
'0:02.327',-0.012,0.024,0.007,-0.012,-0.024,-0.047
'0:02.328',-0.011,0.024,0.011,-0.007,-0.014,-0.035
'0:02.329',-0.009,0.024,0.016,0,-0.003,-0.02
'0:02.330',-0.007,0.022,0.02,0.006,0.007,-0.004
'0:02.331',-0.01,0.021,0.022,0.012,0.015,0.01
'0:02.332',-0.011,0.019,0.026,0.015,0.021,0.021
'0:02.333',-0.005,0.019,0.027,0.017,0.025,0.027
'0:02.334',0.005,0.021,0.027,0.019,0.026,0.031
'0:02.335',0.006,0.022,0.027,0.017,0.025,0.029
'0:02.336',0.005,0.023,0.025,0.015,0.02,0.024
'0:02.337',0.012,0.022,0.02,0.011,0.013,0.014
'0:02.338',0.014,0.022,0.015,0.005,0.004,0.002
'0:02.339',0.012,0.023,0.009,-0.001,-0.008,-0.013
'0:02.340',0.015,0.024,0.005,-0.007,-0.019,-0.029
'0:02.341',0.015,0.026,0.001,-0.012,-0.028,-0.042
'0:02.342',0.015,0.028,-0.001,-0.015,-0.035,-0.055
'0:02.343',0.015,0.029,-0.001,-0.017,-0.038,-0.063
'0:02.344',0.012,0.028,-0.001,-0.016,-0.039,-0.066
'0:02.345',0.015,0.027,0.002,-0.014,-0.036,-0.064
'0:02.346',0.014,0.028,0.006,-0.008,-0.03,-0.058
'0:02.347',0.007,0.028,0.012,-0.001,-0.02,-0.048
'0:02.348',0.002,0.029,0.018,0.007,-0.008,-0.034
'0:02.349',0.008,0.029,0.023,0.014,0.004,-0.019
'0:02.350',0.012,0.028,0.028,0.021,0.014,-0.002
'0:02.351',0.012,0.026,0.032,0.026,0.023,0.011
'0:02.352',0.011,0.024,0.034,0.031,0.03,0.023
'0:02.353',0.007,0.024,0.035,0.033,0.034,0.031
'0:02.354',0.005,0.024,0.034,0.033,0.035,0.036
'0:02.355',0.004,0.024,0.031,0.033,0.032,0.037
'0:02.356',0.001,0.024,0.026,0.028,0.028,0.033
'0:02.357',0.002,0.023,0.02,0.022,0.02,0.025
'0:02.358',0.004,0.022,0.015,0.015,0.011,0.014
'0:02.359',0.003,0.022,0.01,0.008,0,-0.001
'0:02.360',0.005,0.024,0.008,0.001,-0.01,-0.016
'0:02.361',0.01,0.027,0.006,-0.004,-0.018,-0.03
'0:02.362',0.011,0.03,0.006,-0.008,-0.024,-0.041
'0:02.363',0.009,0.031,0.006,-0.01,-0.027,-0.048
'0:02.364',0.005,0.033,0.007,-0.01,-0.028,-0.052
'0:02.365',0.004,0.033,0.008,-0.008,-0.026,-0.05
'0:02.366',0.009,0.035,0.011,-0.003,-0.02,-0.044
'0:02.367',0.012,0.035,0.015,0.003,-0.011,-0.033
'0:02.368',0.016,0.036,0.019,0.01,-0.001,-0.02
'0:02.369',0.019,0.034,0.023,0.016,0.01,-0.004
'0:02.370',0.016,0.03,0.026,0.023,0.02,0.012
'0:02.371',0.017,0.026,0.026,0.027,0.028,0.027
'0:02.372',0.022,0.022,0.026,0.03,0.034,0.038
'0:02.373',0.021,0.019,0.027,0.032,0.038,0.046
'0:02.374',0.016,0.019,0.027,0.033,0.038,0.049
'0:02.375',0.007,0.021,0.027,0.032,0.037,0.049
'0:02.376',0.005,0.022,0.025,0.028,0.031,0.044
'0:02.377',0.007,0.023,0.021,0.023,0.024,0.033
'0:02.378',0.005,0.026,0.017,0.016,0.014,0.02
'0:02.379',-0.003,0.03,0.014,0.01,0.003,0.005
'0:02.380',-0.001,0.034,0.011,0.003,-0.006,-0.01
'0:02.381',0.003,0.037,0.01,-0.001,-0.013,-0.022
'0:02.382',0.006,0.04,0.009,-0.005,-0.019,-0.033
'0:02.383',0.007,0.04,0.007,-0.008,-0.022,-0.04
'0:02.384',0.008,0.039,0.006,-0.009,-0.025,-0.044
'0:02.385',0.015,0.038,0.007,-0.008,-0.023,-0.044
'0:02.386',0.017,0.036,0.011,-0.005,-0.02,-0.039
'0:02.387',0.012,0.036,0.015,0,-0.012,-0.031
